# for b = 36km/s
FeII     25  1112.048   4.591E-06
FeII     25  1106.360   4.910E-07
FeII     25  1096.877   5.117E-05
FeII     25  1083.420   4.473E-05
FeII     25  1081.875   4.466E-05
FeII     25  1063.972   7.687E-06
FeII     25  1063.176   7.088E-05
FeII     25  1062.152   3.771E-06
FeII     25  1055.262   1.004E-05
FeIII    25  1214.562   3.485E-07
FeIII    25  1122.524   8.573E-05
CoII     26  2059.476   1.152E-04
CoII     26  2026.412   1.236E-04
CoII     26  2012.166   1.397E-04
CoII     26  1941.285   1.700E-04
CoII     26  1574.551   2.133E-05
CoII     26  1572.649   1.317E-05
CoII     26  1552.762   1.003E-05
CoII     26  1480.955   1.386E-05
CoII     26  1466.211   1.115E-05
CoII     26  1424.787   1.027E-05
NiI      27  2320.747   3.712E-04
NiI      27  2311.669   2.504E-04
NiII     27  1751.916   1.494E-04
NiII     27  1741.553   2.007E-04
NiII     27  1709.604   1.714E-04
NiII     27  1703.412   1.963E-04
NiII     27  1502.148   1.361E-05
NiII     27  1467.756   7.781E-06
NiII     27  1467.259   9.909E-06
NiII     27  1454.842   3.420E-05
NiII     27  1393.324   1.114E-05
NiII     27  1370.132   1.295E-04
NiII     27  1317.217   1.277E-04
CuII     28  1367.951   1.759E-04
CuII     28  1358.773   2.019E-04
ZnII     29  2062.660   1.835E-04
ZnII     29  2026.137   1.900E-04
GeII     30  1602.486   3.023E-04
GaII     31  1414.402   5.459E-04
